staff_id,hotel_id,first_name,last_name,gender,position,department,position_level,hire_date,salary,annual_bonus,shift,email,phone,emergency_contact,emergency_relation,emergency_phone,total_experience_years,company_tenure_years,skills,languages,certifications,previous_hotels_worked,employment_type,education_level,work_schedule,performance_rating,vacation_days_remaining,sick_days_remaining,is_active,termination_date,termination_reason,date_of_birth,nationality,emergency_contact_name,emergency_contact_phone
S0001001453,cc3acdad-11d2-445b-97ab-817695d9c105,Louise,Didier,F,Bell Captain,Front Desk,Intermediate,2023-03-19,97400,6198.07,Rotating,louise.didier4@hotels.com,+1-992-482-4132,Dr. Laura Carr,Sibling,+1-496-633-7724,7.4,2.9,"Customer Service, Multi-tasking, Time Management, Problem Solving, Reservation Systems",French (Native),,1,Part-time,High School,20 hours/week,Exceeds Expectations,14,10,True,,,1982-11-15,Europe,Dr. Laura Carr,+1-496-633-7724
S0001001454,cc3acdad-11d2-445b-97ab-817695d9c105,Auguste,Delaunay,M,Concierge,Front Desk,Intermediate,2021-07-12,91500,9529.04,Afternoon,auguste.delaunay@hotels.com,+1-375-378-8744,Tyler Leach,Parent,+1-616-426-8017,7.7,4.6,"Multi-tasking, Problem Solving, Customer Service",Russian (Native),,4,Full-time,High School,10am-6pm,Meets Expectations,14,7,True,,,1959-01-03,Europe,Tyler Leach,+1-616-426-8017
S0001001455,cc3acdad-11d2-445b-97ab-817695d9c105,Emmanuel,Boutin,M,Front Desk Agent,Front Desk,Junior,2025-07-07,55100,2446.79,Afternoon,eboutin@hotelgroup.com,+1-484-228-4640,Ashley Smith,Partner,+1-759-717-1093,1.9,0.6,"Time Management, Computer Skills, Attention to Detail","Arabic (Native), Russian (Intermediate)",,0,Full-time,High School,11pm-7am,Meets Expectations,8,9,True,,,1965-05-27,Europe,Ashley Smith,+1-759-717-1093
S0001001456,cc3acdad-11d2-445b-97ab-817695d9c105,Eugène,Delannoy,M,Front Desk Agent,Front Desk,Junior,2023-09-27,70100,6018.63,Rotating,eugène.delannoy@hotels.com,+1-328-527-4624,Matthew Nguyen,Spouse,+1-996-708-7456,6.0,2.4,"Problem Solving, Customer Service, Conflict Resolution, Multi-tasking, Reservation Systems, Attention to Detail","Arabic (Native), German (Intermediate)",,2,Full-time,Vocational Training,8am-4pm,Meets Expectations,15,12,True,,,1994-06-01,Europe,Matthew Nguyen,+1-996-708-7456
S0001001457,cc3acdad-11d2-445b-97ab-817695d9c105,Erika,Vergassola,F,Bell Captain,Front Desk,Intermediate,2019-11-23,89200,7363.85,Morning,erika.vergassola70@hotelgroup.com,+1-850-610-6369,Michael Pennington,Spouse,+1-656-231-7288,9.6,6.2,"Customer Service, Problem Solving, Communication, Attention to Detail, Reservation Systems",Arabic (Native),,3,Full-time,High School,10am-6pm,Meets Expectations,15,9,True,,,1967-08-10,Europe,Michael Pennington,+1-656-231-7288
S0001001458,cc3acdad-11d2-445b-97ab-817695d9c105,Yasemin,Stoll,F,Guest Relations Manager,Front Desk,Senior,2023-07-01,123800,5126.46,Night,yasemin.stoll@hotelgroup.com,+1-343-560-5657,Debbie Villegas,Partner,+1-211-633-7712,13.0,2.6,"Attention to Detail, Problem Solving, Conflict Resolution, Customer Service",Spanish (Native),,2,Full-time,High School,7am-3pm,Needs Improvement,10,8,True,,,1972-02-25,Europe,Debbie Villegas,+1-211-633-7712
S0001001459,cc3acdad-11d2-445b-97ab-817695d9c105,James,Sinclair,M,Concierge,Front Desk,Intermediate,2020-09-15,89100,3397.72,Afternoon,james.sinclair37@hotelgroup.com,+1-568-951-9886,Dean Gregory,Parent,+1-449-464-9974,10.0,5.4,"Conflict Resolution, Customer Service, Computer Skills, Reservation Systems, Problem Solving, Time Management",English (Native),,3,Part-time,High School,Evenings,Exceeds Expectations,20,12,True,,,1999-08-06,Europe,Dean Gregory,+1-449-464-9974
S0001001460,cc3acdad-11d2-445b-97ab-817695d9c105,Jean,Cooper,F,Receptionist,Front Desk,Junior,2025-04-19,56000,7908.94,Night,jean.cooper@hotels.com,+1-919-201-2159,Alison Young,Partner,+1-434-420-9907,2.9,0.8,"Problem Solving, Computer Skills, Multi-tasking","Russian (Native), German (Fluent)",,1,Part-time,Vocational Training,20 hours/week,Exceeds Expectations,9,10,False,2025-08-04,Terminated,1993-04-17,Europe,Alison Young,+1-434-420-9907
S0001001461,cc3acdad-11d2-445b-97ab-817695d9c105,Laszlo,Huhn,M,Executive Housekeeper,Housekeeping,Managerial,2016-03-09,136600,9196.57,Morning,laszlo.huhn@luxuryhotels.com,+1-874-382-2106,Valerie Delgado,Spouse,+1-233-438-9016,21.2,9.9,"Cleaning Techniques, Organization, Quality Control, Time Management, Teamwork",Russian (Native),"CRDE, CHIA, CPR Certified",3,Full-time,High School,8am-4pm,Exceeds Expectations,19,8,True,,,1960-01-16,Europe,Valerie Delgado,+1-233-438-9016
S0001001462,cc3acdad-11d2-445b-97ab-817695d9c105,Amparo,Alfaro,F,Room Attendant,Housekeeping,Entry Level,2026-03-03,37200,2103.44,Morning,aalfaro@hotelgroup.com,+1-812-211-4839,Dr. Scott Smith,Spouse,+1-975-953-7654,2.1,0.1,"Organization, Teamwork, Time Management, Chemical Safety, Efficiency, Attention to Detail",Russian (Native),,0,Part-time,High School,Weekends Only,Meets Expectations,7,10,True,,,1962-07-06,Europe,Dr. Scott Smith,+1-975-953-7654
S0001001463,cc3acdad-11d2-445b-97ab-817695d9c105,Margot,Lecomte,F,Housekeeping Supervisor,Housekeeping,Intermediate,2018-09-14,91500,6429.09,Afternoon,margot.lecomte@hotelgroup.com,+1-469-450-9009,Darrell Robinson,Sibling,+1-269-380-6431,11.7,7.4,"Attention to Detail, Organization, Time Management, Chemical Safety, Teamwork",Japanese (Native),,1,Full-time,Bachelor's Degree,3pm-11pm,Meets Expectations,16,11,True,,,1996-09-11,Europe,Darrell Robinson,+1-269-380-6431
S0001001464,cc3acdad-11d2-445b-97ab-817695d9c105,Herminio,Perez,M,Housekeeping Supervisor,Housekeeping,Intermediate,2025-02-01,91600,3088.5,Morning,herminiop@hotels.com,+1-337-529-6466,Nicole Walsh DVM,Partner,+1-299-668-5556,6.5,1.0,"Chemical Safety, Cleaning Techniques, Organization, Time Management, Inventory Management","Japanese (Native), French (Fluent), German (Intermediate), English (Intermediate)",,0,Full-time,High School,9am-5pm,Meets Expectations,12,6,True,,,1991-11-12,Europe,Nicole Walsh DVM,+1-299-668-5556
S0001001465,cc3acdad-11d2-445b-97ab-817695d9c105,Eva-Marie,Henck,F,Laundry Attendant,Housekeeping,Entry Level,2024-01-02,34600,3872.87,Morning,ehenck@luxuryhotels.com,+1-908-528-3046,Emily Huang,Partner,+1-823-397-7366,3.7,2.1,"Quality Control, Organization, Attention to Detail, Chemical Safety, Efficiency","Russian (Native), Arabic (Fluent), French (Fluent)",,1,Full-time,Master's Degree,10am-6pm,Meets Expectations,15,10,True,,,1969-06-13,Europe,Emily Huang,+1-823-397-7366
S0001001466,cc3acdad-11d2-445b-97ab-817695d9c105,Ignacio,Baeza,M,Laundry Attendant,Housekeeping,Entry Level,2026-01-03,50000,2975.9,Afternoon,ignacio.baeza@hospitalitygroup.com,+1-652-221-2537,Sherry Campos,Parent,+1-812-593-3558,1.4,0.1,"Chemical Safety, Attention to Detail, Quality Control, Time Management, Teamwork, Organization","Chinese (Native), Japanese (Fluent)",,0,Full-time,High School,9am-5pm,Meets Expectations,5,7,True,,,1980-01-11,Europe,Sherry Campos,+1-812-593-3558
S0001001467,cc3acdad-11d2-445b-97ab-817695d9c105,Filippa,Zarlino,F,Housekeeper,Housekeeping,Entry Level,2026-03-24,41600,3726.52,Morning,filippa.zarlino72@hotels.com,+1-412-765-3104,David Mills,Friend,+1-599-884-1986,2.0,0.1,"Organization, Teamwork, Cleaning Techniques, Time Management",Japanese (Native),,4,Seasonal,Bachelor's Degree,Peak Season,Meets Expectations,10,6,True,,,1994-09-26,Europe,David Mills,+1-599-884-1986
S0001001468,cc3acdad-11d2-445b-97ab-817695d9c105,Gionata,Papafava,M,Housekeeper,Housekeeping,Entry Level,2024-10-25,43300,6396.2,Morning,gpapafava@hospitalitygroup.com,+1-581-771-8933,Jessica Simon,Sibling,+1-354-408-7988,2.0,1.3,"Attention to Detail, Chemical Safety, Quality Control, Teamwork, Organization","Russian (Native), English (Intermediate)",,1,Full-time,High School,7am-3pm,Unsatisfactory,14,10,False,2025-04-01,Terminated,1995-11-12,Europe,Jessica Simon,+1-354-408-7988
S0001001469,cc3acdad-11d2-445b-97ab-817695d9c105,Mehdi,Hande,M,Room Attendant,Housekeeping,Entry Level,2025-08-21,44500,4838.72,Afternoon,mehdi.hande@hospitalitygroup.com,+1-357-818-2807,Sheila Fuller,Partner,+1-709-241-5777,0.9,0.5,"Cleaning Techniques, Teamwork, Quality Control","Arabic (Native), Japanese (Fluent), German (Basic)",,4,Full-time,High School,10am-6pm,Meets Expectations,8,12,True,,,1987-12-20,Europe,Sheila Fuller,+1-709-241-5777
S0001001470,cc3acdad-11d2-445b-97ab-817695d9c105,Concetta,Zichichi,F,Room Attendant,Housekeeping,Entry Level,2025-07-28,33600,3061.67,Afternoon,concetta.zichichi@hotels.com,+1-855-644-9323,Virginia Byrd,Friend,+1-900-661-1587,1.2,0.5,"Organization, Time Management, Chemical Safety, Teamwork",Arabic (Native),,3,Full-time,Vocational Training,8am-4pm,Meets Expectations,7,7,True,,,1974-06-17,Europe,Virginia Byrd,+1-900-661-1587
S0001001471,cc3acdad-11d2-445b-97ab-817695d9c105,Aníbal,Pavón,M,Public Area Cleaner,Housekeeping,Intermediate,2020-10-18,79800,2444.91,Morning,aníbal.pavón@hotels.com,+1-681-823-9834,Michael Rivera,Spouse,+1-527-436-8477,11.6,5.3,"Efficiency, Organization, Cleaning Techniques, Attention to Detail, Time Management","Chinese (Native), Arabic (Intermediate)",,0,Full-time,Master's Degree,3pm-11pm,Exceeds Expectations,24,9,True,,,1982-11-12,Europe,Michael Rivera,+1-527-436-8477
S0001001472,cc3acdad-11d2-445b-97ab-817695d9c105,Alphons,Cabrini,M,Housekeeper,Housekeeping,Entry Level,2024-12-22,47300,1634.86,Afternoon,acabrini@hospitalitygroup.com,+1-611-562-5103,Richard Singh,Spouse,+1-407-832-4153,1.7,1.1,"Chemical Safety, Teamwork, Inventory Management, Attention to Detail, Efficiency",German (Native),,4,Part-time,High School,Weekends Only,Unsatisfactory,14,5,True,,,1990-01-24,Europe,Richard Singh,+1-407-832-4153
S0001001473,cc3acdad-11d2-445b-97ab-817695d9c105,Liesa,Franke,F,Housekeeping Supervisor,Housekeeping,Intermediate,2024-06-13,86600,10261.03,Afternoon,liesaf@hotels.com,+1-723-792-1173,Katelyn Miller,Sibling,+1-750-490-2063,4.9,1.7,"Chemical Safety, Cleaning Techniques, Teamwork","French (Native), English (Intermediate), Chinese (Fluent)",,1,Full-time,High School,10am-6pm,Meets Expectations,14,6,True,,,1993-10-09,Europe,Katelyn Miller,+1-750-490-2063
S0001001474,cc3acdad-11d2-445b-97ab-817695d9c105,Arsenio,Barriga,M,Housekeeper,Housekeeping,Entry Level,2023-04-19,37700,4312.72,Morning,arsenio.barriga@hotels.com,+1-536-902-1566,Robert Fox,Sibling,+1-820-887-2230,3.3,2.8,"Teamwork, Chemical Safety, Inventory Management, Time Management, Efficiency","Chinese (Native), French (Intermediate), Russian (Basic), Spanish (Intermediate)",,0,Full-time,High School,8am-4pm,Needs Improvement,15,6,True,,,1997-08-24,Europe,Robert Fox,+1-820-887-2230
S0001001475,cc3acdad-11d2-445b-97ab-817695d9c105,Patrick,Dufour,M,Room Attendant,Housekeeping,Entry Level,2024-10-28,52100,3920.77,Morning,patrick.dufour@hospitalitygroup.com,+1-656-698-7607,David Page,Sibling,+1-695-604-3785,2.6,1.3,"Inventory Management, Quality Control, Time Management, Cleaning Techniques, Efficiency","Chinese (Native), English (Fluent)",,4,Part-time,Vocational Training,20 hours/week,Meets Expectations,15,9,False,2025-11-04,Terminated,1978-04-13,Europe,David Page,+1-695-604-3785
S0001001476,cc3acdad-11d2-445b-97ab-817695d9c105,Veronique,Holzapfel,F,Laundry Attendant,Housekeeping,Entry Level,2026-07-10,38800,4902.07,Afternoon,veronique.holzapfel78@hospitalitygroup.com,+1-782-251-3943,Carrie Nguyen,Spouse,+1-216-999-6105,1.0,0.1,"Cleaning Techniques, Time Management, Quality Control, Efficiency, Chemical Safety","English (Native), German (Basic), Russian (Intermediate), Arabic (Basic)",,2,Part-time,Bachelor's Degree,30 hours/week,Meets Expectations,9,9,True,,,2008-09-20,Europe,Carrie Nguyen,+1-216-999-6105
S0001001477,cc3acdad-11d2-445b-97ab-817695d9c105,Mechthilde,Staude,F,Laundry Attendant,Housekeeping,Entry Level,2025-02-24,46500,1824.31,Afternoon,mechthilde.staude97@hotels.com,+1-646-645-4513,Travis Mills,Sibling,+1-681-960-5021,1.6,1.0,"Cleaning Techniques, Inventory Management, Teamwork, Quality Control, Efficiency, Time Management","French (Native), Spanish (Basic), Russian (Intermediate), Japanese (Fluent)",,0,Full-time,Vocational Training,8am-4pm,Meets Expectations,5,8,True,,,2006-04-16,Europe,Travis Mills,+1-681-960-5021
S0001001478,cc3acdad-11d2-445b-97ab-817695d9c105,Margherita,Renault,F,Room Attendant,Housekeeping,Entry Level,2025-05-22,37500,2670.03,Afternoon,margheritar@hotelgroup.com,+1-810-817-5272,Jennifer Hill,Parent,+1-862-861-1943,1.0,0.7,"Teamwork, Organization, Efficiency, Time Management",French (Native),,0,Full-time,Master's Degree,7am-3pm,Meets Expectations,8,5,False,2025-11-11,Retired,1969-09-24,Europe,Jennifer Hill,+1-862-861-1943
S0001001479,cc3acdad-11d2-445b-97ab-817695d9c105,Hans-Günther,Weiß,M,Housekeeping Supervisor,Housekeeping,Intermediate,2024-09-01,60900,4438.38,Afternoon,hans-günther.weiß@hospitalitygroup.com,+1-924-516-8640,Angela Burnett,Sibling,+1-777-737-8769,7.9,1.4,"Quality Control, Cleaning Techniques, Teamwork, Time Management, Attention to Detail","Japanese (Native), English (Intermediate), Russian (Fluent)",,0,Full-time,Bachelor's Degree,7am-3pm,Meets Expectations,13,12,False,2025-01-06,Terminated,1967-11-10,Europe,Angela Burnett,+1-777-737-8769
S0001001480,cc3acdad-11d2-445b-97ab-817695d9c105,Ana,Rosado,F,Public Area Cleaner,Housekeeping,Intermediate,2022-09-25,80800,8199.36,Morning,ana.rosado@hospitalitygroup.com,+1-842-357-6584,Natasha Cowan,Sibling,+1-651-296-5999,6.9,3.4,"Teamwork, Organization, Attention to Detail","Chinese (Native), Russian (Basic)",,0,Full-time,High School,7am-3pm,Meets Expectations,14,7,False,2025-11-08,Terminated,1968-04-07,Europe,Natasha Cowan,+1-651-296-5999
S0001001481,cc3acdad-11d2-445b-97ab-817695d9c105,Azahara,Giner,F,Housekeeper,Housekeeping,Entry Level,2023-06-04,53400,3004.67,Morning,azaharag@hotelgroup.com,+1-622-776-4730,Pamela Hudson,Partner,+1-507-928-7821,4.1,2.7,"Time Management, Organization, Teamwork, Quality Control","Russian (Native), Spanish (Intermediate), German (Basic)",,4,Seasonal,High School,Peak Season,Meets Expectations,10,12,True,,,1968-10-16,Europe,Pamela Hudson,+1-507-928-7821
S0001001482,cc3acdad-11d2-445b-97ab-817695d9c105,Sonia,Díez,F,Public Area Cleaner,Housekeeping,Intermediate,2024-05-06,93800,4331.56,Morning,sonia.díez@hotelgroup.com,+1-822-232-7937,Joshua Mason,Friend,+1-999-592-3342,7.3,1.8,"Efficiency, Cleaning Techniques, Inventory Management, Organization","Chinese (Native), Spanish (Fluent), French (Fluent), German (Fluent)",,0,Full-time,Bachelor's Degree,3pm-11pm,Meets Expectations,12,9,True,,,2004-02-16,Europe,Joshua Mason,+1-999-592-3342
S0001001483,cc3acdad-11d2-445b-97ab-817695d9c105,Allegra,Carducci,F,Housekeeper,Housekeeping,Entry Level,2026-05-27,33300,1280.13,Morning,allegra.carducci@hospitalitygroup.com,+1-727-497-8580,Cynthia Barnes,Spouse,+1-793-894-1953,1.5,0.1,"Inventory Management, Quality Control, Teamwork, Time Management, Chemical Safety, Cleaning Techniques","Arabic (Native), German (Intermediate), French (Intermediate)",,0,Full-time,Bachelor's Degree,11pm-7am,Unsatisfactory,7,5,True,,,1963-05-10,Europe,Cynthia Barnes,+1-793-894-1953
S0001001484,cc3acdad-11d2-445b-97ab-817695d9c105,Eutropio,Amorós,M,Public Area Cleaner,Housekeeping,Intermediate,2018-05-20,74700,3173.53,Morning,eutropio.amorós@hotels.com,+1-483-998-6760,Michelle Graham,Sibling,+1-564-572-4166,14.7,7.7,"Quality Control, Cleaning Techniques, Teamwork","Arabic (Native), French (Basic)",,2,Part-time,Vocational Training,30 hours/week,Meets Expectations,22,7,True,,,1963-09-22,Europe,Michelle Graham,+1-564-572-4166
S0001001485,cc3acdad-11d2-445b-97ab-817695d9c105,Lilia,Fajardo,F,Housekeeping Supervisor,Housekeeping,Intermediate,2021-08-19,83600,6409.29,Morning,lilia.fajardo94@hospitalitygroup.com,+1-557-983-6101,William Cruz,Friend,+1-995-490-4443,11.2,4.5,"Attention to Detail, Efficiency, Chemical Safety, Organization","German (Native), Arabic (Basic)",,2,Full-time,High School,9am-5pm,Meets Expectations,11,11,True,,,1999-06-13,Europe,William Cruz,+1-995-490-4443
S0001001486,cc3acdad-11d2-445b-97ab-817695d9c105,Carly,Todd,F,Laundry Attendant,Housekeeping,Entry Level,2024-09-15,47400,6157.5,Morning,carlyt@luxuryhotels.com,+1-972-973-6642,Angela Wagner,Spouse,+1-784-873-5541,3.3,1.4,"Attention to Detail, Teamwork, Chemical Safety, Cleaning Techniques",Arabic (Native),,1,Full-time,High School,11pm-7am,Needs Improvement,12,8,True,,,1968-06-12,Europe,Angela Wagner,+1-784-873-5541
S0001001487,cc3acdad-11d2-445b-97ab-817695d9c105,Clara,Finke,F,Room Attendant,Housekeeping,Entry Level,2023-11-18,51700,2382.35,Morning,cfinke@luxuryhotels.com,+1-385-847-4702,Brandon Anderson,Sibling,+1-442-284-3983,3.9,2.2,"Efficiency, Time Management, Chemical Safety, Organization","Spanish (Native), French (Fluent)",,2,Full-time,Bachelor's Degree,10am-6pm,Meets Expectations,10,11,True,,,1980-09-07,Europe,Brandon Anderson,+1-442-284-3983
S0001001488,cc3acdad-11d2-445b-97ab-817695d9c105,Ismet,Dowerg,M,Housekeeping Supervisor,Housekeeping,Intermediate,2018-05-19,104100,13538.87,Morning,idowerg@luxuryhotels.com,+1-780-471-3678,Stanley Conner,Parent,+1-352-784-9864,11.0,7.7,"Attention to Detail, Quality Control, Time Management, Chemical Safety","French (Native), Spanish (Fluent)",,3,Full-time,High School,11pm-7am,Meets Expectations,18,12,True,,,1973-01-16,Europe,Stanley Conner,+1-352-784-9864
S0001001489,cc3acdad-11d2-445b-97ab-817695d9c105,Gerardo,Fuente,M,Laundry Attendant,Housekeeping,Entry Level,2025-05-07,42500,4744.14,Afternoon,gerardo.fuente@hospitalitygroup.com,+1-271-370-6157,Cassandra Chambers,Partner,+1-286-707-5256,1.0,0.8,"Organization, Teamwork, Attention to Detail, Quality Control, Chemical Safety","Japanese (Native), Chinese (Intermediate), Russian (Intermediate)",,4,Full-time,Bachelor's Degree,3pm-11pm,Meets Expectations,6,8,False,2025-08-11,Retired,1993-01-18,Europe,Cassandra Chambers,+1-286-707-5256
S0001001490,cc3acdad-11d2-445b-97ab-817695d9c105,Inge,Thanel,F,Room Attendant,Housekeeping,Entry Level,2023-09-10,51800,5518.48,Afternoon,ithanel@hotelgroup.com,+1-365-596-9754,Lori Gutierrez,Partner,+1-310-868-6271,3.7,2.4,"Attention to Detail, Organization, Quality Control, Inventory Management, Teamwork","English (Native), Spanish (Basic), Japanese (Fluent)",,4,Part-time,Vocational Training,30 hours/week,Meets Expectations,12,10,True,,,2002-06-27,Europe,Lori Gutierrez,+1-310-868-6271
S0001001491,cc3acdad-11d2-445b-97ab-817695d9c105,Georgina,Bas,F,Room Attendant,Housekeeping,Entry Level,2026-06-19,43800,6281.04,Morning,georgina.bas70@hospitalitygroup.com,+1-622-789-7093,Robert Lindsey,Spouse,+1-335-754-8615,0.2,0.1,"Teamwork, Cleaning Techniques, Efficiency, Attention to Detail","English (Native), Arabic (Basic)",,4,Part-time,High School,Evenings,Needs Improvement,6,11,True,,,1973-12-06,Europe,Robert Lindsey,+1-335-754-8615
S0001001492,cc3acdad-11d2-445b-97ab-817695d9c105,Edelmiro,Gomis,M,Room Attendant,Housekeeping,Entry Level,2024-01-20,42600,5142.8,Morning,edelmirog@hospitalitygroup.com,+1-847-430-2011,Maria Chavez,Friend,+1-521-401-1491,2.2,2.1,"Quality Control, Attention to Detail, Teamwork, Inventory Management, Cleaning Techniques","Japanese (Native), French (Intermediate), German (Intermediate)",,0,Full-time,Bachelor's Degree,3pm-11pm,Needs Improvement,10,10,True,,,1976-08-03,Europe,Maria Chavez,+1-521-401-1491
S0001001493,cc3acdad-11d2-445b-97ab-817695d9c105,Owen,Scott,M,Laundry Attendant,Housekeeping,Entry Level,2026-08-23,49300,4085.58,Afternoon,owens@hospitalitygroup.com,+1-641-843-3431,Megan Johnson,Friend,+1-429-521-5184,1.1,0.1,"Organization, Time Management, Chemical Safety, Quality Control, Inventory Management",Russian (Native),,1,Part-time,Master's Degree,Weekends Only,Unsatisfactory,7,5,True,,,1988-10-23,Europe,Megan Johnson,+1-429-521-5184
S0001001494,cc3acdad-11d2-445b-97ab-817695d9c105,Thomas,McLean,M,Public Area Cleaner,Housekeeping,Intermediate,2021-04-17,87300,9728.07,Morning,thomasm@hotelgroup.com,+1-794-428-6408,Elizabeth Castillo,Friend,+1-718-535-8061,8.5,4.8,"Chemical Safety, Attention to Detail, Inventory Management, Efficiency","French (Native), Russian (Fluent)",,1,Part-time,Vocational Training,Evenings,Meets Expectations,11,6,True,,,1984-10-12,Europe,Elizabeth Castillo,+1-718-535-8061
